Metric Name,Metric Unit,Maximum,Minimum,Average
smsp__sass_average_branch_targets_threads_uniform.pct,%,,,100.000000
smsp__sass_branch_targets_threads_divergent.avg,,,,0
smsp__sass_inst_executed_memdesc_explicit_evict_type,,,,0
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_first,inst,,,0.000000
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_last,inst,,,0.000000
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_normal,inst,,,0.000000
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_normal_demote,inst,,,0.000000
smsp__sass_inst_executed_memdesc_explicit_missprop_evict_first,inst,,,0.000000
smsp__sass_inst_executed_memdesc_explicit_missprop_evict_normal,inst,,,0.000000
smsp__sass_inst_executed_op_global_ld.sum,inst,,,67108864.000000
smsp__sass_inst_executed_op_global_st.sum,inst,,,4194304.000000
smsp__sass_inst_executed_op_local_ld.sum,inst,,,0.000000
smsp__sass_inst_executed_op_local_st.sum,inst,,,0.000000
smsp__sass_inst_executed_op_memory_128b.sum,inst,,,0.000000
smsp__sass_inst_executed_op_memory_16b.sum,inst,,,134217728.000000
smsp__sass_inst_executed_op_memory_32b.sum,inst,,,134217728.000000
smsp__sass_inst_executed_op_memory_64b.sum,inst,,,4194304.000000
smsp__sass_inst_executed_op_memory_8b.sum,inst,,,0.000000
smsp__sass_inst_executed_op_shared_ld.sum,inst,,,134217728.000000
smsp__sass_inst_executed_op_shared_st.sum,inst,,,67108864.000000
smsp__sass_l1tex_data_bank_conflicts_pipe_lsu_mem_shared_op_ldgsts.sum,,,,0
smsp__sass_l1tex_data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,,,,0
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts.sum,,,,0
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts_cache_access.sum,,,,0
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_st.sum,,,,"67,108,864"
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed,%,,,1.200045
smsp__sass_l1tex_m_xbar2l1tex_read_sectors_mem_global_op_ldgsts_cache_bypass.sum,sector,,,0.000000
smsp__sass_l1tex_m_xbar2l1tex_read_sectors_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed,%,,,0.000000
smsp__sass_thread_inst_executed_op_dadd_pred_on.sum.per_cycle_elapsed,inst/cycle,,,0.000000
smsp__sass_thread_inst_executed_op_dfma_pred_on.sum.per_cycle_elapsed,inst/cycle,,,0.000000
smsp__sass_thread_inst_executed_op_dmul_pred_on.sum.per_cycle_elapsed,inst/cycle,,,0.000000
smsp__sass_thread_inst_executed_op_fadd_pred_on.sum.per_cycle_elapsed,inst/cycle,,,0.000000
smsp__sass_thread_inst_executed_op_ffma_pred_on.sum.per_cycle_elapsed,inst/cycle,,,0.000000
smsp__sass_thread_inst_executed_op_fmul_pred_on.sum.per_cycle_elapsed,inst/cycle,,,0.000000
smsp__thread_inst_executed_per_inst_executed.ratio,,,,32
smsp__thread_inst_executed_pred_on_per_inst_executed.ratio,,,,30.09
smsp__warps_active.avg.peak_sustained,warp,,,12.000000
smsp__warps_active.avg.per_cycle_active,warp,,,7.947510
smsp__warps_eligible.avg.per_cycle_active,warp,,,0.936275
thread_inst_executed,inst,,,72309800960.000000
thread_inst_executed_true,inst,,,67998056448.000000
